gene	geneCat	labelGene	lof_z	wlof
ANKRD37	Other gene (n = 17,031)		0.86805	0
CCDC11	Other gene (n = 17,031)		0.097286	0
MPST	Other gene (n = 17,031)		0.76931	0
STEAP3	Other gene (n = 17,031)		0.52395	0
MCEE	Other gene (n = 17,031)		1.0454	0
ANKRD49	Other gene (n = 17,031)		0.8686	0
COQ3	Other gene (n = 17,031)		0.56125	0
EVI2A	Other gene (n = 17,031)		0.92339	0
HES5	Other gene (n = 17,031)		1.2023	0
TMEM139	Other gene (n = 17,031)		0.98055	0
LYVE1	Other gene (n = 17,031)		0.63573	0
CXCL16	Other gene (n = 17,031)		0.76787	0
SLC25A34	Other gene (n = 17,031)		0.63532	0
RDH11	Other gene (n = 17,031)		0.59698	0
IL26	Other gene (n = 17,031)		0.86656	0
RGS5	Other gene (n = 17,031)		0.86633	0
TIGD7	Other gene (n = 17,031)		0.35164	0
C15orf43	Other gene (n = 17,031)		0.67822	0
TAF1D	Other gene (n = 17,031)		0.71902	0
AGER	Other gene (n = 17,031)		0.19786	0
GPR182	Other gene (n = 17,031)		0.8141	0
SLC35G6	Other gene (n = 17,031)		0.86445	0
FCGR2A	Other gene (n = 17,031)		0.67477	0
FHAD1	Other gene (n = 17,031)		0.81288	0
SPATA31E1	Other gene (n = 17,031)		1.042	0
AGTR1	Other gene (n = 17,031)		0.86326	0
HSPB6	Other gene (n = 17,031)		1.1151	0
AQP11	Other gene (n = 17,031)		0.86196	0
FAM98C	Other gene (n = 17,031)		0.5917	0
UQCRH	Other gene (n = 17,031)		0.91685	0
GALR1	Other gene (n = 17,031)		0.86338	0
GOSR2	Other gene (n = 17,031)		0.63185	0
AAR2	Other gene (n = 17,031)		0.71461	0
ZNF215	Other gene (n = 17,031)		0.19251	0
C9orf131	Other gene (n = 17,031)		0.10995	0
GJC3	Other gene (n = 17,031)		0.86051	0
ENOSF1	Other gene (n = 17,031)		0.083736	0
DHCR7	Other gene (n = 17,031)		0.30835	0
ZNF169	Other gene (n = 17,031)		0.37025	0
CENPQ	Other gene (n = 17,031)		0.5867	0
BTNL9	Other gene (n = 17,031)		0.27725	0
WDYHV1	Other gene (n = 17,031)		0.71171	0
LONP2	Other gene (n = 17,031)		-0.23297	0
BPHL	Other gene (n = 17,031)		0.62595	0
IVD	Other gene (n = 17,031)		0.24305	0
CCDC170	Other gene (n = 17,031)		-0.098531	0
GINM1	Other gene (n = 17,031)		0.50863	0
JAGN1	Other gene (n = 17,031)		0.97268	0
PDCL3	Other gene (n = 17,031)		0.71131	0
URGCP-MRPS24	Other gene (n = 17,031)		0.85708	0
FLYWCH1	Other gene (n = 17,031)		0.076124	0
HSD17B1	Other gene (n = 17,031)		0.80454	0
RGL3	Other gene (n = 17,031)		-0.34711	0
NUDT22	Other gene (n = 17,031)		0.62176	0
YIPF7	Other gene (n = 17,031)		0.70895	0
ARL2BP	Other gene (n = 17,031)		0.75471	0
CCDC109B	Other gene (n = 17,031)		0.54214	0
CDK15	Other gene (n = 17,031)		0.126	0
TUBB1	Other gene (n = 17,031)		0.57978	0
GSTK1	Other gene (n = 17,031)		0.6625	0
LRRC40	Other gene (n = 17,031)		-0.0095842	0
B3GAT2	Other gene (n = 17,031)		0.75183	0
PPIF	Other gene (n = 17,031)		0.90941	0
METTL2A	Other gene (n = 17,031)		0.29742	0
PCDHGA8	Other gene (n = 17,031)		0.094723	0
H1FX	Other gene (n = 17,031)		1.1066	0
PAOX	Other gene (n = 17,031)		0.49933	0
ITPA	Other gene (n = 17,031)		0.57758	0
NDUFS5	Other gene (n = 17,031)		1.0331	0
CEP72	Other gene (n = 17,031)		0.03785	0
KYNU	Other gene (n = 17,031)		0.090223	0
FNDC9	Other gene (n = 17,031)		0.96737	0
HLA-DOB	Other gene (n = 17,031)		0.65924	0
COMTD1	Other gene (n = 17,031)		0.74989	0
METTL12	Other gene (n = 17,031)		0.9072	0
H2AFJ	Other gene (n = 17,031)		1.1922	0
IMPG1	Other gene (n = 17,031)		-0.29517	0
SLCO1B1	Other gene (n = 17,031)		-0.04218	0
MROH6	Other gene (n = 17,031)		0.088937	0
MRPL24	Other gene (n = 17,031)		0.65787	0
TP53TG5	Other gene (n = 17,031)		0.61593	0
METTL22	Other gene (n = 17,031)		0.26085	0
SDCCAG3	Other gene (n = 17,031)		0.29136	0
DPPA2	Other gene (n = 17,031)		0.49545	0
GPR37L1	Other gene (n = 17,031)		0.45893	0
ENDOV	Other gene (n = 17,031)		0.45726	0
LSM5	Other gene (n = 17,031)		1.0299	0
NLRP12	Other gene (n = 17,031)		-0.25786	0
LYNX1	Other gene (n = 17,031)		1.0307	0
ERCC8	Other gene (n = 17,031)		0.19745	0
TMEM144	Other gene (n = 17,031)		0.38762	0
C5AR2	Other gene (n = 17,031)		1.1906	0
CXorf36	Other gene (n = 17,031)		0.74608	0
UPK1B	Other gene (n = 17,031)		0.53012	0
TMEM91	Other gene (n = 17,031)		1.0297	0
CDK5RAP1	Other gene (n = 17,031)		0.05554	0
NABP1	Other gene (n = 17,031)		0.7456	0
R3HDML	Other gene (n = 17,031)		0.65258	0
ATG10	Other gene (n = 17,031)		0.52943	0
CLHC1	Other gene (n = 17,031)		-0.023099	0
RAB38	Other gene (n = 17,031)		0.9026	0
BBS10	Other gene (n = 17,031)		0.31375	0
KLF17	Other gene (n = 17,031)		0.48812	0
GRAMD2	Other gene (n = 17,031)		0.2815	0
C1orf173	Other gene (n = 17,031)		-0.6651	0
CHODL	Other gene (n = 17,031)		0.5254	0
FAM210B	Other gene (n = 17,031)		1.101	0
KLC3	Other gene (n = 17,031)		0.074685	0
MYL1	Other gene (n = 17,031)		0.79053	0
BST1	Other gene (n = 17,031)		0.37798	0
COMMD7	Other gene (n = 17,031)		0.56545	0
BARD1	Other gene (n = 17,031)		-0.15341	0
THAP3	Other gene (n = 17,031)		0.95943	0
SLC22A5	Other gene (n = 17,031)		0.16005	0
CCDC103	Other gene (n = 17,031)		0.84166	0
NME6	Other gene (n = 17,031)		0.60299	0
SLC51B	Other gene (n = 17,031)		1.1862	0
WDSUB1	Other gene (n = 17,031)		0.24426	0
FBLL1	Other gene (n = 17,031)		1.0996	0
TRIM4	Other gene (n = 17,031)		0.34236	0
SLFN5	Other gene (n = 17,031)		0.30829	0
GTF2A2	Other gene (n = 17,031)		1.0243	0
C12orf29	Other gene (n = 17,031)		0.51991	0
PCBD2	Other gene (n = 17,031)		1.0239	0
OR1L8	Other gene (n = 17,031)		1.0978	0
CNFN	Other gene (n = 17,031)		1.023	0
MOCS3	Other gene (n = 17,031)		0.64396	0
SLC25A45	Other gene (n = 17,031)		0.60003	0
CRISP1	Other gene (n = 17,031)		0.64312	0
CAPNS2	Other gene (n = 17,031)		0.89329	0
CCR10	Other gene (n = 17,031)		0.83771	0
TBXA2R	Other gene (n = 17,031)		0.78368	0
PVALB	Other gene (n = 17,031)		1.097	0
LXN	Other gene (n = 17,031)		0.64138	0
TMCO1	Other gene (n = 17,031)		0.43828	0
TBX10	Other gene (n = 17,031)		0.51455	0
TMEM26	Other gene (n = 17,031)		0.51503	0
KCNE4	Other gene (n = 17,031)		1.1836	0
TEX35	Other gene (n = 17,031)		0.55537	0
SHMT1	Other gene (n = 17,031)		0.20453	0
PRSS53	Other gene (n = 17,031)		0.11264	0
FN3K	Other gene (n = 17,031)		0.51303	0
C11orf53	Other gene (n = 17,031)		0.89021	0
METTL21A	Other gene (n = 17,031)		0.8337	0
RPP14	Other gene (n = 17,031)		0.89136	0
KHDC1L	Other gene (n = 17,031)		1.0942	0
KLK12	Other gene (n = 17,031)		0.73148	0
NOD2	Other gene (n = 17,031)		-0.35985	0
SUSD5	Other gene (n = 17,031)		0.36582	0
NKIRAS1	Other gene (n = 17,031)		0.83331	0
ERVFRD-1	Other gene (n = 17,031)		1.0191	0
GPR68	Other gene (n = 17,031)		0.83242	0
CYB5R1	Other gene (n = 17,031)		0.47034	0
PPP1R35	Other gene (n = 17,031)		0.94992	0
ADTRP	Other gene (n = 17,031)		0.58931	0
C3orf62	Other gene (n = 17,031)		0.77685	0
ABCG8	Other gene (n = 17,031)		-0.033725	0
CCR3	Other gene (n = 17,031)		0.77696	0
LYG1	Other gene (n = 17,031)		0.72684	0
ANKRD53	Other gene (n = 17,031)		0.58864	0
CD200R1	Other gene (n = 17,031)		0.46718	0
FANCA	Other gene (n = 17,031)		-1.2899	0
CYP20A1	Other gene (n = 17,031)		0.10257	0
C17orf74	Other gene (n = 17,031)		0.32041	0
PSMB10	Other gene (n = 17,031)		0.6303	0
EFCAB13	Other gene (n = 17,031)		-0.41674	0
ITPRIPL1	Other gene (n = 17,031)		0.39165	0
C20orf96	Other gene (n = 17,031)		0.18789	0
TGM6	Other gene (n = 17,031)		-0.19035	0
RIPK3	Other gene (n = 17,031)		0.18957	0
ASIC5	Other gene (n = 17,031)		0.22012	0
ATP5I	Other gene (n = 17,031)		1.0897	0
MYLK4	Other gene (n = 17,031)		0.25233	0
ATP5SL	Other gene (n = 17,031)		0.50211	0
MMP20	Other gene (n = 17,031)		0.22192	0
FCER1A	Other gene (n = 17,031)		0.72006	0
FCER2	Other gene (n = 17,031)		0.31685	0
PILRB	Other gene (n = 17,031)		0.77036	0
PIGP	Other gene (n = 17,031)		0.88183	0
LCN10	Other gene (n = 17,031)		0.71951	0
RHBDL2	Other gene (n = 17,031)		0.53887	0
WNT10A	Other gene (n = 17,031)		0.45779	0
TRIML1	Other gene (n = 17,031)		0.34747	0
UBE2V1	Other gene (n = 17,031)		0.76857	0
ODF3L2	Other gene (n = 17,031)		1.0114	0
SLC34A3	Other gene (n = 17,031)		0.21506	0
BAK1	Other gene (n = 17,031)		0.6703	0
DAD1	Other gene (n = 17,031)		1.0874	0
TMEM184A	Other gene (n = 17,031)		0.34462	0
TDRD12	Other gene (n = 17,031)		0.24215	0
XRCC2	Other gene (n = 17,031)		0.57778	0
TSPAN1	Other gene (n = 17,031)		0.66764	0
FETUB	Other gene (n = 17,031)		0.53695	0
NTSR1	Other gene (n = 17,031)		0.49438	0
TMEM216	Other gene (n = 17,031)		0.87953	0
FASTKD1	Other gene (n = 17,031)		-0.34891	0
PCDHB6	Other gene (n = 17,031)		0.37773	0
ANO7	Other gene (n = 17,031)		-0.72138	0
OR4F15	Other gene (n = 17,031)		1.0845	0
ABRACL	Other gene (n = 17,031)		1.174	0
OR5M8	Other gene (n = 17,031)		1.0083	0
CNTD2	Other gene (n = 17,031)		0.81918	0
SAP25	Other gene (n = 17,031)		1.0832	0
HDHD3	Other gene (n = 17,031)		0.87559	0
CCL4	Other gene (n = 17,031)		1.1725	0
PDCD2	Other gene (n = 17,031)		0.57283	0
DPH1	Other gene (n = 17,031)		0.081797	0
CA2	Other gene (n = 17,031)		0.61508	0
C16orf59	Other gene (n = 17,031)		0.30087	0
MICALL2	Other gene (n = 17,031)		-0.26445	0
CCS	Other gene (n = 17,031)		0.52819	0
SLC26A10	Other gene (n = 17,031)		0.138	0
SHCBP1L	Other gene (n = 17,031)		0.048952	0
FEM1A	Other gene (n = 17,031)		0.40705	0
CSN2	Other gene (n = 17,031)		0.65872	0
KLHL34	Other gene (n = 17,031)		0.70921	0
SPRY4	Other gene (n = 17,031)		0.81447	0
PCDHB4	Other gene (n = 17,031)		0.29835	0
ADPRHL1	Other gene (n = 17,031)		0.33333	0
AMBP	Other gene (n = 17,031)		0.23225	0
C9orf50	Other gene (n = 17,031)		0.48374	0
CASQ2	Other gene (n = 17,031)		0.26218	0
BDH2	Other gene (n = 17,031)		0.52474	0
CYP4F12	Other gene (n = 17,031)		0.043231	0
CYP4F2	Other gene (n = 17,031)		0.070535	0
CCDC157	Other gene (n = 17,031)		-0.12218	0
ZNF136	Other gene (n = 17,031)		0.81167	0
CD209	Other gene (n = 17,031)		0.22852	0
HAX1	Other gene (n = 17,031)		0.52293	0
SLC25A35	Other gene (n = 17,031)		0.48202	0
KIAA0020	Other gene (n = 17,031)		-0.27678	0
CTSW	Other gene (n = 17,031)		0.29274	0
PPCDC	Other gene (n = 17,031)		0.81077	0
SPINT4	Other gene (n = 17,031)		1.0775	0
TGFBR3L	Other gene (n = 17,031)		1.0782	0
MRPS25	Other gene (n = 17,031)		0.81082	0
C21orf33	Other gene (n = 17,031)		0.70488	0
CYP39A1	Other gene (n = 17,031)		0.09772	0
ACTRT2	Other gene (n = 17,031)		0.80875	0
MYL4	Other gene (n = 17,031)		0.75449	0
TMEM251	Other gene (n = 17,031)		0.93094	0
METTL7A	Other gene (n = 17,031)		0.80739	0
GABRA6	Other gene (n = 17,031)		0.25348	0
BCL2L12	Other gene (n = 17,031)		0.43476	0
LURAP1L	Other gene (n = 17,031)		0.99775	0
GNB3	Other gene (n = 17,031)		0.32205	0
STX11	Other gene (n = 17,031)		0.80615	0
NUDT13	Other gene (n = 17,031)		0.28436	0
HAS1	Other gene (n = 17,031)		0.24876	0
SLC25A15	Other gene (n = 17,031)		0.55633	0
TMEM200B	Other gene (n = 17,031)		0.86424	0
LYPD5	Other gene (n = 17,031)		0.8035	0
MRPL3	Other gene (n = 17,031)		0.24809	0
MSS51	Other gene (n = 17,031)		0.3181	0
HES6	Other gene (n = 17,031)		1.0731	0
KIF2B	Other gene (n = 17,031)		0.35315	0
SURF2	Other gene (n = 17,031)		0.64488	0
RAB37	Other gene (n = 17,031)		0.50935	0
CPNE7	Other gene (n = 17,031)		-0.22255	0
NKX3-1	Other gene (n = 17,031)		0.80233	0
OR6N2	Other gene (n = 17,031)		0.86011	0
TLR5	Other gene (n = 17,031)		0.20613	0
ORAOV1	Other gene (n = 17,031)		0.85876	0
CYP4F3	Other gene (n = 17,031)		0.079274	0
LRRC61	Other gene (n = 17,031)		0.85864	0
FAIM	Other gene (n = 17,031)		0.74397	0
MRPL15	Other gene (n = 17,031)		0.59535	0
CTNNBIP1	Other gene (n = 17,031)		0.99095	0
PRPH	Other gene (n = 17,031)		0.17059	0
SLC27A6	Other gene (n = 17,031)		-0.015147	0
AIG1	Other gene (n = 17,031)		0.54851	0
RIPPLY3	Other gene (n = 17,031)		1.0699	0
PHYKPL	Other gene (n = 17,031)		0.16989	0
CDCA4	Other gene (n = 17,031)		1.0697	0
POMC	Other gene (n = 17,031)		0.74021	0
RAET1G	Other gene (n = 17,031)		0.63894	0
TP53INP1	Other gene (n = 17,031)		0.79703	0
UGT2A2	Other gene (n = 17,031)		0.16889	0
ANKRD16	Other gene (n = 17,031)		0.37715	0
MSC	Other gene (n = 17,031)		0.98772	0
PRM2	Other gene (n = 17,031)		0.98754	0
ZNF230	Other gene (n = 17,031)		1.0662	0
VWA2	Other gene (n = 17,031)		0.0062653	0
MOCS2	Other gene (n = 17,031)		0.79258	0
OCM2	Other gene (n = 17,031)		0.98649	0
ST6GALNAC4	Other gene (n = 17,031)		0.53974	0
RFESD	Other gene (n = 17,031)		0.63342	0
PPP1R3E	Other gene (n = 17,031)		1.1559	0
CYP3A5	Other gene (n = 17,031)		0.032978	0
ACP6	Other gene (n = 17,031)		0.19298	0
TBPL2	Other gene (n = 17,031)		0.33461	0
ATP5H	Other gene (n = 17,031)		0.79107	0
GH2	Other gene (n = 17,031)		0.9851	0
LRRC53	Other gene (n = 17,031)		0.33347	0
GALNT8	Other gene (n = 17,031)		-0.089548	0
OR2A12	Other gene (n = 17,031)		0.98449	0
CRYBA4	Other gene (n = 17,031)		0.41052	0
MRM1	Other gene (n = 17,031)		0.63048	0
METTL18	Other gene (n = 17,031)		0.6803	0
SNRPA	Other gene (n = 17,031)		0.68137	0
SPACA3	Other gene (n = 17,031)		0.73333	0
GALE	Other gene (n = 17,031)		0.33198	0
NPC2	Other gene (n = 17,031)		0.8468	0
SLC17A9	Other gene (n = 17,031)		0.026527	0
MLIP	Other gene (n = 17,031)		0.055593	0
MYOZ3	Other gene (n = 17,031)		0.67889	0
RNF186	Other gene (n = 17,031)		1.0611	0
IKBIP	Other gene (n = 17,031)		0.49003	0
CITED1	Other gene (n = 17,031)		0.98223	0
C16orf58	Other gene (n = 17,031)		-0.0085758	0
CYP2J2	Other gene (n = 17,031)		0.083886	0
BDH1	Other gene (n = 17,031)		0.48833	0
MTAP	Other gene (n = 17,031)		0.48941	0
NECAB2	Other gene (n = 17,031)		0.18346	0
ASRGL1	Other gene (n = 17,031)		0.67439	0
AK3	Other gene (n = 17,031)		0.72798	0
SCRN2	Other gene (n = 17,031)		0.25118	0
TMEM30B	Other gene (n = 17,031)		0.67373	0
GSTM2	Other gene (n = 17,031)		0.52758	0
FAM107B	Other gene (n = 17,031)		0.48271	0
TUBAL3	Other gene (n = 17,031)		0.48284	0
FAM187A	Other gene (n = 17,031)		0.62266	0
RABEPK	Other gene (n = 17,031)		0.28401	0
PTH2R	Other gene (n = 17,031)		-0.13279	0
ADRA1A	Other gene (n = 17,031)		0.52573	0
CCDC129	Other gene (n = 17,031)		-0.6497	0
ORC6	Other gene (n = 17,031)		0.52473	0
PCK2	Other gene (n = 17,031)		-0.24419	0
SPINK14	Other gene (n = 17,031)		0.97562	0
ARSH	Other gene (n = 17,031)		0.47807	0
ATP5S	Other gene (n = 17,031)		0.61762	0
RGS13	Other gene (n = 17,031)		0.77781	0
QPCTL	Other gene (n = 17,031)		0.43504	0
SLC2A10	Other gene (n = 17,031)		0.43508	0
KRT78	Other gene (n = 17,031)		0.067142	0
ABHD14A	Other gene (n = 17,031)		0.61603	0
SPA17	Other gene (n = 17,031)		0.90233	0
DNASE1L2	Other gene (n = 17,031)		0.52019	0
FDCSP	Other gene (n = 17,031)		1.0539	0
PMVK	Other gene (n = 17,031)		0.66649	0
KRTAP10-5	Other gene (n = 17,031)		0.77615	0
MND1	Other gene (n = 17,031)		0.39302	0
OR2V2	Other gene (n = 17,031)		1.0546	0
SLC35B3	Other gene (n = 17,031)		0.3125	0
C1orf109	Other gene (n = 17,031)		0.56575	0
KRT36	Other gene (n = 17,031)		0.16483	0
CRLF2	Other gene (n = 17,031)		0.51972	0
C21orf2	Other gene (n = 17,031)		0.5178	0
TOR1AIP2	Other gene (n = 17,031)		0.39028	0
LRRC27	Other gene (n = 17,031)		-0.033155	0
PM20D1	Other gene (n = 17,031)		-0.064246	0
MED28	Other gene (n = 17,031)		0.71716	0
HEYL	Other gene (n = 17,031)		0.51533	0
ZNF878	Other gene (n = 17,031)		1.0514	0
IRAK1BP1	Other gene (n = 17,031)		0.55995	0
ZNF426	Other gene (n = 17,031)		0.60864	0
C12orf39	Other gene (n = 17,031)		0.71492	0
MS4A15	Other gene (n = 17,031)		0.77193	0
CPA2	Other gene (n = 17,031)		0.053906	0
GLYATL3	Other gene (n = 17,031)		0.46758	0
SNX32	Other gene (n = 17,031)		-0.07109	0
CTHRC1	Other gene (n = 17,031)		0.6595	0
RSPO1	Other gene (n = 17,031)		0.55819	0
TMEM106C	Other gene (n = 17,031)		0.42301	0
C5orf38	Other gene (n = 17,031)		0.83006	0
TEX26	Other gene (n = 17,031)		0.38125	0
LTB4R2	Other gene (n = 17,031)		0.76728	0
TFB1M	Other gene (n = 17,031)		0.33829	0
NDUFA4	Other gene (n = 17,031)		0.96732	0
ROMO1	Other gene (n = 17,031)		1.1423	0
LYPLAL1	Other gene (n = 17,031)		0.65584	0
MS4A3	Other gene (n = 17,031)		0.65452	0
INA	Other gene (n = 17,031)		0.41903	0
CPA4	Other gene (n = 17,031)		-0.047137	0
KCNH6	Other gene (n = 17,031)		-0.52872	0
POLR1C	Other gene (n = 17,031)		0.33541	0
BHMT	Other gene (n = 17,031)		0.11665	0
SCN2B	Other gene (n = 17,031)		0.82691	0
ZNF524	Other gene (n = 17,031)		1.0471	0
TMEM42	Other gene (n = 17,031)		1.0448	0
HSBP1	Other gene (n = 17,031)		1.1403	0
CYP2C9	Other gene (n = 17,031)		0.29474	0
KRT26	Other gene (n = 17,031)		0.080054	0
ARID3C	Other gene (n = 17,031)		0.37356	0
ACPP	Other gene (n = 17,031)		0.011081	0
DPM3	Other gene (n = 17,031)		1.1388	0
PDE11A	Other gene (n = 17,031)		-0.72285	0
FAM101A	Other gene (n = 17,031)		1.1379	0
KRTAP10-11	Other gene (n = 17,031)		0.76128	0
ATP6V0D2	Other gene (n = 17,031)		0.24999	0
MYL6B	Other gene (n = 17,031)		0.59582	0
UBXN2A	Other gene (n = 17,031)		0.54616	0
CCDC17	Other gene (n = 17,031)		-0.23444	0
ACTL10	Other gene (n = 17,031)		1.0418	0
M1AP	Other gene (n = 17,031)		-0.11922	0
GYG1	Other gene (n = 17,031)		0.21082	0
C1orf174	Other gene (n = 17,031)		0.70029	0
ATG4C	Other gene (n = 17,031)		-0.027794	0
GABRP	Other gene (n = 17,031)		0.13719	0
CCDC87	Other gene (n = 17,031)		0.10305	0
ZNF181	Other gene (n = 17,031)		0.17512	0
C6orf201	Other gene (n = 17,031)		0.88598	0
C4orf51	Other gene (n = 17,031)		0.59201	0
PFN4	Other gene (n = 17,031)		0.81971	0
P2RY12	Other gene (n = 17,031)		0.81855	0
SCGB2A1	Other gene (n = 17,031)		1.1355	0
DBX2	Other gene (n = 17,031)		0.59356	0
SLC26A11	Other gene (n = 17,031)		-0.12898	0
KRTAP10-3	Other gene (n = 17,031)		0.95717	0
MUC21	Other gene (n = 17,031)		1.0387	0
CXorf58	Other gene (n = 17,031)		0.49468	0
TPPP2	Other gene (n = 17,031)		0.95763	0
NUDT15	Other gene (n = 17,031)		0.81495	0
KRT83	Other gene (n = 17,031)		0.093622	0
FAM83A	Other gene (n = 17,031)		0.49117	0
SCIMP	Other gene (n = 17,031)		0.75378	0
BST2	Other gene (n = 17,031)		0.75186	0
CETN3	Other gene (n = 17,031)		0.69377	0
ERICH2	Other gene (n = 17,031)		0.88042	0
SCGN	Other gene (n = 17,031)		0.23701	0
TRIM51	Other gene (n = 17,031)		0.39931	0
TMEM82	Other gene (n = 17,031)		0.4887	0
ZNF525	Other gene (n = 17,031)		1.1324	0
C12orf43	Other gene (n = 17,031)		0.69189	0
OR1J4	Other gene (n = 17,031)		1.0348	0
TMEM14A	Other gene (n = 17,031)		0.95262	0
IER3IP1	Other gene (n = 17,031)		0.95333	0
IFT27	Other gene (n = 17,031)		0.58248	0
PTTG1	Other gene (n = 17,031)		0.74768	0
TSPAN4	Other gene (n = 17,031)		0.43842	0
SLC29A2	Other gene (n = 17,031)		0.084563	0
ZNF391	Other gene (n = 17,031)		0.43941	0
KRTAP1-4	Other gene (n = 17,031)		1.1297	0
SPACA7	Other gene (n = 17,031)		0.52963	0
ITGB3BP	Other gene (n = 17,031)		0.48307	0
GPX7	Other gene (n = 17,031)		0.58005	0
RPH3AL	Other gene (n = 17,031)		0.19092	0
ZDHHC24	Other gene (n = 17,031)		0.74673	0
C3orf33	Other gene (n = 17,031)		0.57986	0
VIP	Other gene (n = 17,031)		0.74571	0
VSTM1	Other gene (n = 17,031)		0.43594	0
MS4A8	Other gene (n = 17,031)		0.63002	0
FDX1L	Other gene (n = 17,031)		0.80748	0
NIPAL2	Other gene (n = 17,031)		0.18711	0
SERPINB8	Other gene (n = 17,031)		0.34761	0
SPSB4	Other gene (n = 17,031)		0.74398	0
TMEM92	Other gene (n = 17,031)		0.87547	0
STYXL1	Other gene (n = 17,031)		0.38693	0
LRRC15	Other gene (n = 17,031)		0.34351	0
MMP10	Other gene (n = 17,031)		0.04048	0
ARSI	Other gene (n = 17,031)		0.042344	0
ASB4	Other gene (n = 17,031)		0.26264	0
FAH	Other gene (n = 17,031)		-0.058101	0
DDX28	Other gene (n = 17,031)		0.38773	0
MRPL16	Other gene (n = 17,031)		0.62788	0
SERF2	Other gene (n = 17,031)		0.94677	0
AVEN	Other gene (n = 17,031)		0.34424	0
C14orf119	Other gene (n = 17,031)		0.872	0
MYADM	Other gene (n = 17,031)		0.87212	0
GADD45GIP1	Other gene (n = 17,031)		0.68215	0
PRL	Other gene (n = 17,031)		0.47682	0
IMMP1L	Other gene (n = 17,031)		0.62656	0
DNAJC30	Other gene (n = 17,031)		0.94448	0
KCNK16	Other gene (n = 17,031)		0.67974	0
GUCA1A	Other gene (n = 17,031)		0.73896	0
C3orf84	Other gene (n = 17,031)		0.57256	0
WFDC8	Other gene (n = 17,031)		0.38154	0
INO80C	Other gene (n = 17,031)		0.73957	0
GP2	Other gene (n = 17,031)		-0.24881	0
MMP3	Other gene (n = 17,031)		0.034117	0
OR3A1	Other gene (n = 17,031)		0.9445	0
PEX7	Other gene (n = 17,031)		0.14155	0
PRDM7	Other gene (n = 17,031)		-0.096341	0
SH2D4A	Other gene (n = 17,031)		-0.27616	0
ETV3L	Other gene (n = 17,031)		0.42743	0
FAM209A	Other gene (n = 17,031)		1.0261	0
GLT1D1	Other gene (n = 17,031)		0.42456	0
CEACAM4	Other gene (n = 17,031)		0.42377	0
RANGRF	Other gene (n = 17,031)		0.62198	0
OR2G2	Other gene (n = 17,031)		0.94167	0
PDC	Other gene (n = 17,031)		0.67648	0
SAMD13	Other gene (n = 17,031)		0.86633	0
ETV2	Other gene (n = 17,031)		0.33332	0
OR2G3	Other gene (n = 17,031)		1.0231	0
MPHOSPH6	Other gene (n = 17,031)		0.73463	0
TINAG	Other gene (n = 17,031)		-0.40127	0
GJA10	Other gene (n = 17,031)		0.29011	0
ICT1	Other gene (n = 17,031)		0.5651	0
TMEM225	Other gene (n = 17,031)		0.79765	0
AKR1E2	Other gene (n = 17,031)		0.21048	0
MAGEH1	Other gene (n = 17,031)		1.1219	0
AP002884.3	Other gene (n = 17,031)		0.56325	0
ZNF266	Other gene (n = 17,031)		0.93855	0
ANAPC16	Other gene (n = 17,031)		0.9384	0
ZNF514	Other gene (n = 17,031)		0.24327	0
SPINK7	Other gene (n = 17,031)		1.0214	0
POLR2G	Other gene (n = 17,031)		0.51014	0
SLC6A19	Other gene (n = 17,031)		-0.3832	0
ROGDI	Other gene (n = 17,031)		0.32461	0
ROPN1	Other gene (n = 17,031)		0.66876	0
TRAPPC5	Other gene (n = 17,031)		1.1185	0
C8orf37	Other gene (n = 17,031)		0.61083	0
POLN	Other gene (n = 17,031)		-0.92653	0
FANCD2OS	Other gene (n = 17,031)		0.93451	0
C2orf40	Other gene (n = 17,031)		0.72794	0
KRT76	Other gene (n = 17,031)		0.048465	0
GCSH	Other gene (n = 17,031)		0.79071	0
MMD2	Other gene (n = 17,031)		0.41029	0
KCTD18	Other gene (n = 17,031)		0.41062	0
KTI12	Other gene (n = 17,031)		0.72508	0
FOLR2	Other gene (n = 17,031)		0.55566	0
SSTR3	Other gene (n = 17,031)		0.66591	0
CD8B	Other gene (n = 17,031)		0.72278	0
STMND1	Other gene (n = 17,031)		0.6645	0
ATP5J	Other gene (n = 17,031)		0.85673	0
ART3	Other gene (n = 17,031)		0.0086101	0
TMEM143	Other gene (n = 17,031)		0.15355	0
LDLRAD1	Other gene (n = 17,031)		0.50235	0
LHFPL5	Other gene (n = 17,031)		0.72396	0
GK2	Other gene (n = 17,031)		0.27511	0
FPGT-TNNI3K	Other gene (n = 17,031)		-1.1451	0
B3GALT6	Other gene (n = 17,031)		0.93213	0
C4orf17	Other gene (n = 17,031)		0.35904	0
PYCRL	Other gene (n = 17,031)		0.60502	0
ACY3	Other gene (n = 17,031)		0.55104	0
LGALS3BP	Other gene (n = 17,031)		0.45092	0
TMEM14C	Other gene (n = 17,031)		0.85422	0
CYB5A	Other gene (n = 17,031)		0.78389	0
NAPRT1	Other gene (n = 17,031)		-0.16431	0
AP3S2	Other gene (n = 17,031)		0.60312	0
GUK1	Other gene (n = 17,031)		0.60403	0
GLTPD1	Other gene (n = 17,031)		0.92838	0
ACRV1	Other gene (n = 17,031)		0.49712	0
DEPTOR	Other gene (n = 17,031)		0.14947	0
CCDC113	Other gene (n = 17,031)		-0.033159	0
